level,what,area,bandwidth,n,type,season,year,area_km,int_m2,int_km2
0.95,estimate,8087668674,8181.018338,1191,gps,calving,2011,8087.668674,7190456934,7190.456934
0.9,estimate,6134712260,8181.018338,1191,gps,calving,2011,6134.71226,5578837096,5578.837096
0.5,estimate,1872158716,8181.018338,1191,gps,calving,2011,1872.158716,1794196934,1794.196934
0.95,estimate,7854567510,8295.014596,893,gps,calving,2012,7854.56751,7491286701,7491.286701
0.9,estimate,6634148351,8295.014596,893,gps,calving,2012,6634.148351,6429137726,6429.137726
0.5,estimate,2420023056,8295.014596,893,gps,calving,2012,2420.023056,2420023056,2420.023056
0.95,estimate,8365897826,9610.031273,705,gps,calving,2013,8365.897826,6802878622,6802.878622
0.9,estimate,6793730483,9610.031273,705,gps,calving,2013,6793.730483,5736730879,5736.730879
0.5,estimate,2188884208,9610.031273,705,gps,calving,2013,2188.884208,2063191063,2063.191063
0.95,estimate,12601674778,9485.242897,2090,gps,calving,2014,12601.67478,11211910098,11211.9101
0.9,estimate,9302120512,9485.242897,2090,gps,calving,2014,9302.120512,9261499719,9261.499719
0.5,estimate,2382131216,9485.242897,2090,gps,calving,2014,2382.131216,2382131216,2382.131216
0.95,estimate,4905473006,5060.646486,4058,gps,calving,2015,4905.473006,4905473006,4905.473006
0.9,estimate,3958407744,5060.646486,4058,gps,calving,2015,3958.407744,3958407744,3958.407744
0.5,estimate,1225571904,5060.646486,4058,gps,calving,2015,1225.571904,1225571904,1225.571904
0.95,estimate,7222064245,6410.955628,5250,gps,calving,2016,7222.064245,5918493063,5918.493063
0.9,estimate,5695377510,6410.955628,5250,gps,calving,2016,5695.37751,4738658077,4738.658077
0.5,estimate,1492408229,6410.955628,5250,gps,calving,2016,1492.408229,1142461916,1142.461916
0.95,estimate,6608120789,6430.153135,5439,gps,calving,2017,6608.120789,6037662607,6037.662607
0.9,estimate,5490351878,6430.153135,5439,gps,calving,2017,5490.351878,5182217187,5182.217187
0.5,estimate,1998161118,6430.153135,5439,gps,calving,2017,1998.161118,1985438482,1985.438482
0.95,estimate,15213054432,8207.14195,6619,gps,calving,2018,15213.05443,11603696492,11603.69649
0.9,estimate,11119475876,8207.14195,6619,gps,calving,2018,11119.47588,9631530045,9631.530045
0.5,estimate,3334845887,8207.14195,6619,gps,calving,2018,3334.845887,3334845887,3334.845887
0.95,estimate,8651763615,7201.037346,4978,gps,calving,2019,8651.763615,8227266512,8227.266512
0.9,estimate,6910896926,7201.037346,4978,gps,calving,2019,6910.896926,6718903915,6718.903915
0.5,estimate,2257458945,7201.037346,4978,gps,calving,2019,2257.458945,2257458945,2257.458945
0.95,estimate,6340537933,6489.018885,2614,gps,calving,2020,6340.537933,6182654099,6182.654099
0.9,estimate,4603288298,6489.018885,2614,gps,calving,2020,4603.288298,4532506241,4532.506241
0.5,estimate,1030721963,6489.018885,2614,gps,calving,2020,1030.721963,1030721963,1030.721963
0.95,estimate,4960713400,5254.75632,3990,gps,calving,2021,4960.7134,4918157742,4918.157742
0.9,estimate,3877608268,5254.75632,3990,gps,calving,2021,3877.608268,3874430478,3874.430478
0.5,estimate,1138014264,5254.75632,3990,gps,calving,2021,1138.014264,1138014264,1138.014264
0.95,estimate,14750607425,9406.438848,2261,gps,postcalving,2011,14750.60743,12662998840,12662.99884
0.9,estimate,12587364832,9406.438848,2261,gps,postcalving,2011,12587.36483,11587505174,11587.50517
0.5,estimate,4737536795,9406.438848,2261,gps,postcalving,2011,4737.536795,4737536795,4737.536795
0.95,estimate,9178641066,7076.682854,1700,gps,postcalving,2012,9178.641066,8732222708,8732.222708
0.9,estimate,7653800130,7076.682854,1700,gps,postcalving,2012,7653.80013,7520088404,7520.088404
0.5,estimate,2656460997,7076.682854,1700,gps,postcalving,2012,2656.460997,2656460997,2656.460997
0.95,estimate,5893851878,6846.010379,1379,gps,postcalving,2013,5893.851878,5067063427,5067.063427
0.9,estimate,4881228844,6846.010379,1379,gps,postcalving,2013,4881.228844,4321117441,4321.117441
0.5,estimate,1835798787,6846.010379,1379,gps,postcalving,2013,1835.798787,1755549786,1755.549786
0.95,estimate,9414810064,7027.126164,3773,gps,postcalving,2014,9414.810064,9223214305,9223.214305
0.9,estimate,7698020214,7027.126164,3773,gps,postcalving,2014,7698.020214,7654811218,7654.811218
0.5,estimate,2810561179,7027.126164,3773,gps,postcalving,2014,2810.561179,2810561179,2810.561179
0.95,estimate,5867076160,5259.963223,8039,gps,postcalving,2015,5867.07616,5501631385,5501.631385
0.9,estimate,4891320665,5259.963223,8039,gps,postcalving,2015,4891.320665,4655341709,4655.341709
0.5,estimate,1831110527,5259.963223,8039,gps,postcalving,2015,1831.110527,1804691555,1804.691555
0.95,estimate,6111118583,5088.996506,10418,gps,postcalving,2016,6111.118583,5462298585,5462.298585
0.9,estimate,5109819474,5088.996506,10418,gps,postcalving,2016,5109.819474,4745046281,4745.046281
0.5,estimate,1721013345,5088.996506,10418,gps,postcalving,2016,1721.013345,1687841617,1687.841617
0.95,estimate,11923231939,8053.75647,10854,gps,postcalving,2017,11923.23194,9118274220,9118.27422
0.9,estimate,9731245382,8053.75647,10854,gps,postcalving,2017,9731.245382,7922071979,7922.071979
0.5,estimate,3402016935,8053.75647,10854,gps,postcalving,2017,3402.016935,3127862556,3127.862556
0.95,estimate,10563302241,6985.964877,12673,gps,postcalving,2018,10563.30224,9010885846,9010.885846
0.9,estimate,8692191516,6985.964877,12673,gps,postcalving,2018,8692.191516,7885701778,7885.701778
0.5,estimate,2722014586,6985.964877,12673,gps,postcalving,2018,2722.014586,2710186841,2710.186841
0.95,estimate,17771945707,11709.19165,9452,gps,postcalving,2019,17771.94571,9671192107,9671.192107
0.9,estimate,14591980743,11709.19165,9452,gps,postcalving,2019,14591.98074,8486902704,8486.902704
0.5,estimate,5089083350,11709.19165,9452,gps,postcalving,2019,5089.08335,4230452876,4230.452876
0.95,estimate,12125828870,8248.677148,5152,gps,postcalving,2020,12125.82887,6526874351,6526.874351
0.9,estimate,9275226386,8248.677148,5152,gps,postcalving,2020,9275.226386,5107931893,5107.931893
0.5,estimate,2131385680,8248.677148,5152,gps,postcalving,2020,2131.38568,1469064666,1469.064666
0.95,estimate,11199407076,8692.142496,6820,gps,postcalving,2021,11199.40708,5698543990,5698.54399
0.9,estimate,8867101039,8692.142496,6820,gps,postcalving,2021,8867.101039,4342725314,4342.725314
0.5,estimate,2204118455,8692.142496,6820,gps,postcalving,2021,2204.118455,1197490429,1197.490429
0.95,estimate,8797897489,7414.652991,2679,gps,precalving,2011,8797.897489,8601278274,8601.278274
0.9,estimate,7142073536,7414.652991,2679,gps,precalving,2011,7142.073536,7066909059,7066.909059
0.5,estimate,2237491539,7414.652991,2679,gps,precalving,2011,2237.491539,2237491539,2237.491539
0.95,estimate,19544836963,13928.11563,1596,gps,precalving,2012,19544.83696,12502371702,12502.3717
0.9,estimate,14980315558,13928.11563,1596,gps,precalving,2012,14980.31556,11380201706,11380.20171
0.5,estimate,4559245545,13928.11563,1596,gps,precalving,2012,4559.245545,4523422781,4523.422781
0.95,estimate,4381518380,6892.398011,1596,gps,precalving,2013,4381.51838,1963502574,1963.502574
0.9,estimate,3393161275,6892.398011,1596,gps,precalving,2013,3393.161275,1585457054,1585.457054
0.5,estimate,890961737.4,6892.398011,1596,gps,precalving,2013,890.9617374,521070386.9,521.0703869
0.95,estimate,52747078265,16542.88325,4846,gps,precalving,2014,52747.07827,10309787048,10309.78705
0.9,estimate,42982132435,16542.88325,4846,gps,precalving,2014,42982.13243,9393586126,9393.586126
0.5,estimate,14872841057,16542.88325,4846,gps,precalving,2014,14872.84106,5099929329,5099.929329
0.95,estimate,15560790668,7717.815423,8762,gps,precalving,2015,15560.79067,11960941348,11960.94135
0.9,estimate,11847716347,7717.815423,8762,gps,precalving,2015,11847.71635,10019627196,10019.6272
0.5,estimate,2982344792,7717.815423,8762,gps,precalving,2015,2982.344792,2912519482,2912.519482
0.95,estimate,25123032859,11103.16096,10509,gps,precalving,2016,25123.03286,11087233111,11087.23311
0.9,estimate,18813320715,11103.16096,10509,gps,precalving,2016,18813.32072,9578918671,9578.918671
0.5,estimate,5063073657,11103.16096,10509,gps,precalving,2016,5063.073657,4341356407,4341.356407
0.95,estimate,13487037650,7387.938821,11895,gps,precalving,2017,13487.03765,9906978317,9906.978317
0.9,estimate,10144963163,7387.938821,11895,gps,precalving,2017,10144.96316,8241728279,8241.728279
0.5,estimate,2410401397,7387.938821,11895,gps,precalving,2017,2410.401397,2253501821,2253.501821
0.95,estimate,40082719434,15390.23243,14433,gps,precalving,2018,40082.71943,10313183779,10313.18378
0.9,estimate,31720574107,15390.23243,14433,gps,precalving,2018,31720.57411,8954441227,8954.441227
0.5,estimate,9306988755,15390.23243,14433,gps,precalving,2018,9306.988755,2994304579,2994.304579
0.95,estimate,10973600277,6822.377384,11090,gps,precalving,2019,10973.60028,8356703788,8356.703788
0.9,estimate,8149543279,6822.377384,11090,gps,precalving,2019,8149.543279,7076590969,7076.590969
0.5,estimate,2404354584,6822.377384,11090,gps,precalving,2019,2404.354584,2404354584,2404.354584
0.95,estimate,45832542259,18427.77192,7023,gps,precalving,2020,45832.54226,11658540167,11658.54017
0.9,estimate,35713314532,18427.77192,7023,gps,precalving,2020,35713.31453,10098377013,10098.37701
0.5,estimate,10501968444,18427.77192,7023,gps,precalving,2020,10501.96844,2260047196,2260.047196
0.95,estimate,20046255978,9149.076963,8672,gps,precalving,2021,20046.25598,12047305995,12047.30599
0.9,estimate,15079780096,9149.076963,8672,gps,precalving,2021,15079.7801,10266756930,10266.75693
0.5,estimate,4063325482,9149.076963,8672,gps,precalving,2021,4063.325482,2925392492,2925.392492
0.95,estimate,12398926544,8483.058201,3984,gps,rut,2010,12398.92654,4855113266,4855.113266
0.9,estimate,10529200177,8483.058201,3984,gps,rut,2010,10529.20018,4134566554,4134.566554
0.5,estimate,4192285616,8483.058201,3984,gps,rut,2010,4192.285616,1320846842,1320.846842
0.95,estimate,29316655980,13051.55181,3600,gps,rut,2011,29316.65598,11758835848,11758.83585
0.9,estimate,24911612343,13051.55181,3600,gps,rut,2011,24911.61234,10526431233,10526.43123
0.5,estimate,9406033709,13051.55181,3600,gps,rut,2011,9406.033709,3978778935,3978.778935
0.95,estimate,21288279685,12515.65546,2631,gps,rut,2012,21288.27969,5523711656,5523.711656
0.9,estimate,17462761785,12515.65546,2631,gps,rut,2012,17462.76179,4053178365,4053.178365
0.5,estimate,5330589274,12515.65546,2631,gps,rut,2012,5330.589274,0,0
0.95,estimate,1.18508E+11,40333.94767,1976,gps,rut,2013,118508.2945,1031258130,1031.25813
0.9,estimate,94859106376,40333.94767,1976,gps,rut,2013,94859.10638,293247373.3,293.2473733
0.5,estimate,32153443463,40333.94767,1976,gps,rut,2013,32153.44346,0,0
0.95,estimate,38583448583,14318.51488,8579,gps,rut,2014,38583.44858,12879170134,12879.17013
0.9,estimate,32011469104,14318.51488,8579,gps,rut,2014,32011.4691,11240892345,11240.89235
0.5,estimate,9821443144,14318.51488,8579,gps,rut,2014,9821.443144,2748329011,2748.329011
0.95,estimate,42427636558,13283.6232,15634,gps,rut,2015,42427.63656,5423186403,5423.186403
0.9,estimate,33407862923,13283.6232,15634,gps,rut,2015,33407.86292,2551259141,2551.259141
0.5,estimate,10760887559,13283.6232,15634,gps,rut,2015,10760.88756,29854703.13,29.85470313
0.95,estimate,21253069742,9773.112811,17417,gps,rut,2016,21253.06974,9756845776,9756.845776
0.9,estimate,17584753905,9773.112811,17417,gps,rut,2016,17584.7539,8685962967,8685.962967
0.5,estimate,5405413423,9773.112811,17417,gps,rut,2016,5405.413423,2227085437,2227.085437
0.95,estimate,51495878270,17504.83869,17864,gps,rut,2017,51495.87827,8397768891,8397.768891
0.9,estimate,40728244175,17504.83869,17864,gps,rut,2017,40728.24418,5939642189,5939.642189
0.5,estimate,9798500954,17504.83869,17864,gps,rut,2017,9798.500954,102676414.7,102.6764147
0.95,estimate,26124159737,11404.2935,15462,gps,rut,2018,26124.15974,7607274612,7607.274612
0.9,estimate,20771757543,11404.2935,15462,gps,rut,2018,20771.75754,6102443145,6102.443145
0.5,estimate,7317255637,11404.2935,15462,gps,rut,2018,7317.255637,1411844238,1411.844238
0.95,estimate,52771325296,19459.02397,14116,gps,rut,2019,52771.3253,4869669845,4869.669845
0.9,estimate,42622073574,19459.02397,14116,gps,rut,2019,42622.07357,3330571654,3330.571654
0.5,estimate,14461900301,19459.02397,14116,gps,rut,2019,14461.9003,182350859.9,182.3508599
0.95,estimate,28375863963,12774.27177,10090,gps,rut,2020,28375.86396,7666949580,7666.94958
0.9,estimate,23198402894,12774.27177,10090,gps,rut,2020,23198.40289,6842824668,6842.824668
0.5,estimate,8825024932,12774.27177,10090,gps,rut,2020,8825.024932,2854286055,2854.286055
0.95,estimate,23931990123,12090.76834,2996,gps,summer,2011,23931.99012,13289667208,13289.66721
0.9,estimate,19869685430,12090.76834,2996,gps,summer,2011,19869.68543,12235408490,12235.40849
0.5,estimate,6845350004,12090.76834,2996,gps,summer,2011,6845.350004,5495344714,5495.344714
0.95,estimate,27816369207,13014.82792,2046,gps,summer,2012,27816.36921,14288245485,14288.24549
0.9,estimate,24033013911,13014.82792,2046,gps,summer,2012,24033.01391,13840199309,13840.19931
0.5,estimate,8887060521,13014.82792,2046,gps,summer,2012,8887.060521,6835080623,6835.080623
0.95,estimate,29608993568,16395.9647,1606,gps,summer,2013,29608.99357,13053484896,13053.4849
0.9,estimate,24482536919,16395.9647,1606,gps,summer,2013,24482.53692,11969988608,11969.98861
0.5,estimate,7877331503,16395.9647,1606,gps,summer,2013,7877.331503,5405801846,5405.801846
0.95,estimate,21843936789,9997.121604,4948,gps,summer,2014,21843.93679,11523390709,11523.39071
0.9,estimate,18261799992,9997.121604,4948,gps,summer,2014,18261.79999,10793204068,10793.20407
0.5,estimate,6509357751,9997.121604,4948,gps,summer,2014,6509.357751,5234437068,5234.437068
0.95,estimate,24813504731,10308.81678,10489,gps,summer,2015,24813.50473,12800043406,12800.04341
0.9,estimate,20795169808,10308.81678,10489,gps,summer,2015,20795.16981,11348270952,11348.27095
0.5,estimate,7177040260,10308.81678,10489,gps,summer,2015,7177.04026,3362967101,3362.967101
0.95,estimate,20109522988,8493.123313,13912,gps,summer,2016,20109.52299,12963415171,12963.41517
0.9,estimate,16945519660,8493.123313,13912,gps,summer,2016,16945.51966,11479782866,11479.78287
0.5,estimate,5720206188,8493.123313,13912,gps,summer,2016,5720.206188,4529643514,4529.643514
0.95,estimate,24701057696,9338.262764,14421,gps,summer,2017,24701.0577,10220633316,10220.63332
0.9,estimate,21261919612,9338.262764,14421,gps,summer,2017,21261.91961,9301760128,9301.760128
0.5,estimate,8220742835,9338.262764,14421,gps,summer,2017,8220.742835,4230593848,4230.593848
0.95,estimate,28143938909,12951.29676,16388,gps,summer,2018,28143.93891,9441500154,9441.500154
0.9,estimate,22958181630,12951.29676,16388,gps,summer,2018,22958.18163,7615760370,7615.76037
0.5,estimate,7785874904,12951.29676,16388,gps,summer,2018,7785.874904,1897525240,1897.52524
0.95,estimate,33714576585,15888.044,12133,gps,summer,2019,33714.57659,9704869240,9704.86924
0.9,estimate,27465577457,15888.044,12133,gps,summer,2019,27465.57746,7229313463,7229.313463
0.5,estimate,9330320198,15888.044,12133,gps,summer,2019,9330.320198,2906953639,2906.953639
0.95,estimate,26886348610,14517.93667,6481,gps,summer,2020,26886.34861,9826654754,9826.654754
0.9,estimate,21774856843,14517.93667,6481,gps,summer,2020,21774.85684,9074640945,9074.640945
0.5,estimate,7582510840,14517.93667,6481,gps,summer,2020,7582.51084,3149687798,3149.687798
0.95,estimate,24905364792,11338.85619,7810,gps,winter,2011,24905.36479,12604226616,12604.22662
0.9,estimate,20227332411,11338.85619,7810,gps,winter,2011,20227.33241,11147381381,11147.38138
0.5,estimate,5659387496,11338.85619,7810,gps,winter,2011,5659.387496,4089158037,4089.158037
0.95,estimate,19794768854,12792.33013,4720,gps,winter,2012,19794.76885,5960365764,5960.365764
0.9,estimate,15832745028,12792.33013,4720,gps,winter,2012,15832.74503,4955013923,4955.013923
0.5,estimate,5019889057,12792.33013,4720,gps,winter,2012,5019.889057,1777907237,1777.907237
0.95,estimate,8156442837,6868.332281,4923,gps,winter,2013,8156.442837,529400611.4,529.4006114
0.9,estimate,6637272476,6868.332281,4923,gps,winter,2013,6637.272476,182868098.7,182.8680987
0.5,estimate,1669741912,6868.332281,4923,gps,winter,2013,1669.741912,0,0
0.95,estimate,59645563439,20845.23129,9526,gps,winter,2014,59645.56344,1787570379,1787.570379
0.9,estimate,47759997399,20845.23129,9526,gps,winter,2014,47759.9974,598972039.5,598.9720395
0.5,estimate,14311719975,20845.23129,9526,gps,winter,2014,14311.71997,0,0
0.95,estimate,27326017500,12540.07686,9875,gps,winter,2015,27326.0175,9963287069,9963.287069
0.9,estimate,22061832584,12540.07686,9875,gps,winter,2015,22061.83258,9189473069,9189.473069
0.5,estimate,6939077381,12540.07686,9875,gps,winter,2015,6939.077381,3968108723,3968.108723
0.95,estimate,55157270771,18593.51436,16500,gps,winter,2016,55157.27077,7962654687,7962.654687
0.9,estimate,45268769765,18593.51436,16500,gps,winter,2016,45268.76976,5848437244,5848.437244
0.5,estimate,14280676129,18593.51436,16500,gps,winter,2016,14280.67613,2118390379,2118.390379
0.95,estimate,17281252509,8242.011982,19317,gps,winter,2017,17281.25251,5615096051,5615.096051
0.9,estimate,12910561923,8242.011982,19317,gps,winter,2017,12910.56192,3902820197,3902.820197
0.5,estimate,3447517623,8242.011982,19317,gps,winter,2017,3447.517623,370923867,370.923867
0.95,estimate,43858554173,19959.98065,15747,gps,winter,2018,43858.55417,3803426421,3803.426421
0.9,estimate,33102886781,19959.98065,15747,gps,winter,2018,33102.88678,2032612540,2032.61254
0.5,estimate,8733076239,19959.98065,15747,gps,winter,2018,8733.076239,0,0
0.95,estimate,33932500236,13346.10188,13013,gps,winter,2019,33932.50024,8335586390,8335.58639
0.9,estimate,26159544191,13346.10188,13013,gps,winter,2019,26159.54419,5381730490,5381.73049
0.5,estimate,6978905023,13346.10188,13013,gps,winter,2019,6978.905023,720985508.6,720.9855086
0.95,estimate,45822129882,20312.3201,11758,gps,winter,2020,45822.12988,3462754496,3462.754496
0.9,estimate,33984941856,20312.3201,11758,gps,winter,2020,33984.94186,1659111022,1659.111022
0.5,estimate,7068011707,20312.3201,11758,gps,winter,2020,7068.011707,0,0
0.95,estimate,27993780448,11466.85036,11195,gps,winter,2021,27993.78045,6684509018,6684.509018
0.9,estimate,22409317031,11466.85036,11195,gps,winter,2021,22409.31703,5676745021,5676.745021
0.5,estimate,6765154403,11466.85036,11195,gps,winter,2021,6765.154403,2036694009,2036.694009
0.95,estimate,10931578420,11992.09394,78,vhf,autumn,1992,10931.57842,1732145037,1732.145037
0.9,estimate,8085232259,11992.09394,78,vhf,autumn,1992,8085.232259,803964280.8,803.9642808
0.5,estimate,2428178854,11992.09394,78,vhf,autumn,1992,2428.178854,72442534.15,72.44253415
0.95,estimate,6920600106,10152.52212,50,vhf,autumn,1993,6920.600106,6320453474,6320.453474
0.9,estimate,5301175759,10152.52212,50,vhf,autumn,1993,5301.175759,4970065734,4970.065734
0.5,estimate,1371989630,10152.52212,50,vhf,autumn,1993,1371.98963,1371989630,1371.98963
0.95,estimate,10499004126,11068.23943,138,vhf,autumn,1994,10499.00413,7879020398,7879.020398
0.9,estimate,8090780625,11068.23943,138,vhf,autumn,1994,8090.780625,6628595377,6628.595377
0.5,estimate,2440295392,11068.23943,138,vhf,autumn,1994,2440.295392,2424480835,2424.480835
0.95,estimate,16659634949,12553.46926,279,vhf,autumn,1995,16659.63495,12991063825,12991.06383
0.9,estimate,14016002458,12553.46926,279,vhf,autumn,1995,14016.00246,12250627390,12250.62739
0.5,estimate,5023189670,12553.46926,279,vhf,autumn,1995,5023.18967,5023189670,5023.18967
0.95,estimate,21799648890,15265.98899,422,vhf,autumn,1996,21799.64889,13234675450,13234.67545
0.9,estimate,18108734550,15265.98899,422,vhf,autumn,1996,18108.73455,11935315220,11935.31522
0.5,estimate,6645773356,15265.98899,422,vhf,autumn,1996,6645.773356,3848104616,3848.104616
0.95,estimate,17008423390,12046.71,568,vhf,autumn,1997,17008.42339,12893866124,12893.86612
0.9,estimate,13730270952,12046.71,568,vhf,autumn,1997,13730.27095,11279346809,11279.34681
0.5,estimate,4853646989,12046.71,568,vhf,autumn,1997,4853.646989,4609078337,4609.078337
0.95,estimate,19102388682,14240.16896,267,vhf,autumn,1998,19102.38868,13247886225,13247.88623
0.9,estimate,15748318648,14240.16896,267,vhf,autumn,1998,15748.31865,12082554445,12082.55445
0.5,estimate,5733745152,14240.16896,267,vhf,autumn,1998,5733.745152,5079936700,5079.9367
0.95,estimate,21140267611,14097.13997,322,vhf,autumn,1999,21140.26761,13882898195,13882.8982
0.9,estimate,17521175178,14097.13997,322,vhf,autumn,1999,17521.17518,12287564629,12287.56463
0.5,estimate,6380673986,14097.13997,322,vhf,autumn,1999,6380.673986,5859885361,5859.885361
0.95,estimate,14731264937,11765.19495,212,vhf,autumn,2000,14731.26494,11765375997,11765.376
0.9,estimate,11774776691,11765.19495,212,vhf,autumn,2000,11774.77669,10225627794,10225.62779
0.5,estimate,2815027511,11765.19495,212,vhf,autumn,2000,2815.027511,2808014245,2808.014245
0.95,estimate,25486870410,17072.70587,307,vhf,autumn,2001,25486.87041,14351070346,14351.07035
0.9,estimate,21210820041,17072.70587,307,vhf,autumn,2001,21210.82004,14206252577,14206.25258
0.5,estimate,7892722643,17072.70587,307,vhf,autumn,2001,7892.722643,6425148767,6425.148767
0.95,estimate,33640968107,21791.40821,153,vhf,autumn,2002,33640.96811,14351070346,14351.07035
0.9,estimate,27453857863,21791.40821,153,vhf,autumn,2002,27453.85786,14056017598,14056.0176
0.5,estimate,7996681390,21791.40821,153,vhf,autumn,2002,7996.68139,3736487305,3736.487305
0.95,estimate,31880308184,19939.96464,274,vhf,autumn,2003,31880.30818,13813412854,13813.41285
0.9,estimate,26269335808,19939.96464,274,vhf,autumn,2003,26269.33581,12813317048,12813.31705
0.5,estimate,9423674100,19939.96464,274,vhf,autumn,2003,9423.6741,4856502826,4856.502826
0.95,estimate,16635606306,12867.41726,194,vhf,autumn,2004,16635.60631,9655076963,9655.076963
0.9,estimate,13046176106,12867.41726,194,vhf,autumn,2004,13046.17611,8270516482,8270.516482
0.5,estimate,4194789701,12867.41726,194,vhf,autumn,2004,4194.789701,3338417943,3338.417943
0.95,estimate,23072129018,16646.39775,243,vhf,autumn,2005,23072.12902,12476663145,12476.66315
0.9,estimate,18828441202,16646.39775,243,vhf,autumn,2005,18828.4412,11334286333,11334.28633
0.5,estimate,6730480745,16646.39775,243,vhf,autumn,2005,6730.480745,5730242822,5730.242822
0.95,estimate,15337959125,11683.83024,360,vhf,autumn,2006,15337.95912,10539299156,10539.29916
0.9,estimate,12001110989,11683.83024,360,vhf,autumn,2006,12001.11099,8997344773,8997.344773
0.5,estimate,4186328867,11683.83024,360,vhf,autumn,2006,4186.328867,3638363686,3638.363686
0.95,estimate,18599124132,11852.1739,360,vhf,autumn,2007,18599.12413,12813448853,12813.44885
0.9,estimate,14914586519,11852.1739,360,vhf,autumn,2007,14914.58652,11163721048,11163.72105
0.5,estimate,4445061729,11852.1739,360,vhf,autumn,2007,4445.061729,4334516427,4334.516427
0.95,estimate,13790907785,13843.47717,34,vhf,calving,1992,13790.90779,10987547440,10987.54744
0.9,estimate,10326814511,13843.47717,34,vhf,calving,1992,10326.81451,9008068415,9008.068415
0.5,estimate,2146108768,13843.47717,34,vhf,calving,1992,2146.108768,2146108768,2146.108768
0.95,estimate,6127279074,11222.72058,28,vhf,calving,1993,6127.279074,4944330616,4944.330616
0.9,estimate,4764406519,11222.72058,28,vhf,calving,1993,4764.406519,3880240414,3880.240414
0.5,estimate,1198329600,11222.72058,28,vhf,calving,1993,1198.3296,1059266758,1059.266758
0.95,estimate,7223954759,11479.40089,31,vhf,calving,1994,7223.954759,5567236240,5567.23624
0.9,estimate,5698493402,11479.40089,31,vhf,calving,1994,5698.493402,4429940948,4429.940948
0.5,estimate,1393627920,11479.40089,31,vhf,calving,1994,1393.62792,1215767883,1215.767883
0.95,estimate,18794509477,18621.99827,28,vhf,calving,1995,18794.50948,13288038469,13288.03847
0.9,estimate,15220375946,18621.99827,28,vhf,calving,1995,15220.37595,11863947460,11863.94746
0.5,estimate,5446708329,18621.99827,28,vhf,calving,1995,5446.708329,4958808463,4958.808463
0.95,estimate,8919784196,12004.27015,37,vhf,calving,1996,8919.784196,8142872702,8142.872702
0.9,estimate,6936106921,12004.27015,37,vhf,calving,1996,6936.106921,6628359627,6628.359627
