LC,allDecShrub_count_0,allDecShrub_count_1,allDecShrub_count_2,allDecShrub_count_neg1,allDecShrub_count_neg2,allEvShrub_count_0,allEvShrub_count_1,allEvShrub_count_2,allEvShrub_count_neg1,allEvShrub_count_neg2,allForb_count_0,allForb_count_1,allForb_count_2,allForb_count_neg1,allForb_count_neg2,alnshr_count_0,alnshr_count_1,alnshr_count_2,alnshr_count_neg1,alnshr_count_neg2,betshr_count_0,betshr_count_1,betshr_count_2,betshr_count_neg1,betshr_count_neg2,caribou_density,graminoid_count_0,graminoid_count_1,graminoid_count_2,graminoid_count_neg1,graminoid_count_neg2,salshr_count_0,salshr_count_1,salshr_count_2,salshr_count_neg1,salshr_count_neg2,season,tmlichen_count_0,tmlichen_count_1,tmlichen_count_2,tmlichen_count_neg1,tmlichen_count_neg2
LC11,312081.6824,842178.549,14926.20784,486365.498,1826,483060.5098,736554.1569,14018.83922,423238.4314,506,1431664.478,145535.7529,870.8901961,77526.93333,1779.882353,1184312.871,387270.4196,28369.51373,57012.13333,413,308669.4667,752357.5294,48501.24314,530582.8275,17266.87059,1,763847.7804,263008.1412,6142.580392,590245.8784,34133.55686,594037.0275,334154.8039,2208,712855.1059,14123,calving,566303.6627,325259.4431,9993.729412,738131.3882,17689.71373
LC12,50,28,20,6,7,29,60,3,19,,81,18,1,11,,91,14,3,2,1,28,43,3,37,,1,34,60,3,14,,73,25,1,11,1,calving,36,41,5,26,3
LC13,9,,16,,,3,4,16,2,,10,5,1,4,5,25,,,,,12,1,12,,,1,8,7,10,,,7,3,4,8,3,calving,12,2,11,,
LC14,639103.0549,115986.4039,58907.03137,59568.52157,7136.411765,290514.4784,367052.5059,7252.752941,215700.7843,180.9019608,581428.1412,104219.1137,2371.929412,189183.2392,3499,867944.9059,9657.043137,1657,1425.47451,17,633479.6235,143616.9647,34119.91765,64255.35686,5229.560784,1,527839.8039,211690.8745,9642.768627,129318.2588,2209.717647,626402.2118,105506.9804,2864,138309.7098,7618.521569,calving,244285.3373,371874.4588,14499.39608,246018.4824,4023.74902
LC15,4,,12,,,,,16,,,,4,,6,6,11,1,2,2,,1,2,13,,,1,1,2,12,1,,2,2,1,5,6,calving,9,2,4,1,
LC1,27411,112251,2815,18344,117,68414,48551,209,43709,55,136468,13516,128,10644,182,42080,103979,5183,9653,43,37241,80269,8770,32864,1794,2,137769,9798,220,12851,300,68747,30658,112,61098,323,calving,37727,15402,445,98837,8527
LC2,9,21,,42,,16,37,,19,,54,12,2,4,,10,40,1,16,5,7,23,5,37,,2,32,16,,24,,8,22,,40,2,calving,30,15,,26,1
LC3,1819,7827,48,3025,15,4110,3286,186,5134,18,9496,1536,23,1667,12,2131,7012,1619,1902,70,1939,5857,666,4070,202,2,5389,1454,4,5804,83,3112,2976,28,6532,86,calving,5795,1063,42,5299,535
LC4,430227,1756431,46926,328193,3012,927758,742648,1153,892511,719,2197800,209257,2596,152805,2331,808929,1482092,140258,132704,806,522804,1174315,99309,736000,32361,2,1485007,241283,4628,806393,27478,1030374,647824,1386,881479,3726,calving,541140,231264,2244,1681125,109016
LC5,176134,722943,24749,294981,3150,266367,425228,6116,520579,3667,1024112,138532,1768,56647,898,632852,454723,60945,70247,3190,182222,576229,76105,371829,15572,2,468371,133461,4728,575162,40235,424382,379774,6022,403325,8454,calving,395184,147018,2382,640823,36550
LC6,48008,256155,3408,120068,296,91790,140583,2794,190464,2304,277324,89315,366,60158,772,167098,163722,58864,35507,2744,44486,220339,32256,125346,5508,2,116582,38353,1017,255513,16470,72045,136712,1756,212477,4945,calving,190368,34961,785,191778,10043
LC7,6550,27557,995,7393,58,9358,20850,110,12197,38,39225,1970,7,1275,76,29119,10286,1327,1753,68,6794,22420,2630,10544,165,2,18688,10150,544,12731,440,17929,10924,270,12836,594,calving,8382,4436,73,26250,3412
LC8,93465,506101,25627,125820,1779,141213,299840,7454,300245,4040,539635,126323,2857,81832,2145,488224,141705,82489,34823,5551,124499,374499,53189,193788,6817,2,173146,148145,7301,394636,29564,192681,247044,5629,297930,9508,calving,206444,115770,4195,370101,56282
LC9,68994,441719,17783,88936,476,119796,266631,1448,228637,1396,536754,54575,139,26315,125,396032,151693,46649,21582,1952,78006,340484,37905,158930,2583,2,124128,75447,1884,388037,28412,217543,153424,6398,225721,14822,calving,158654,67250,431,363588,27985
LC10,412735,181754,67107,70581,10844,188525,285741,2145,265294,1316,507902,132702,1458,99845,1114,722304,15984,2320,2407,6,401612,202779,44225,88318,6087,2,336216,226807,9193,169457,1348,494130,147368,4178,95458,1887,calving,180074,260203,4025,280005,18714
LC11,95402,649850,13158,152806,163,221095,366532,3013,319927,812,801334,83453,308,25577,707,410102,426247,43593,31189,248,105217,482117,50927,260130,12988,2,264417,103623,2293,507064,33982,262318,249530,2655,391468,5408,calving,244997,84183,1309,559393,21497
LC12,2,6,11,,,4,11,,4,,17,2,,,,3,11,4,1,,1,9,7,2,,2,10,9,,,,4,9,1,5,,calving,6,5,1,7,
LC13,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,calving,,,,,
LC14,203009,45373,17221,15983,3012,95369,105330,801,83005,93,195583,39036,728,48918,333,277291,5801,870,628,8,175986,67655,11330,27222,2405,2,166130,70585,3868,43584,431,214037,36077,808,32356,1320,calving,82679,90761,1537,105123,4498
LC15,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,calving,,,,,
LC1,11565,62515,1018,10385,52,33065,25091,24,27290,65,71540,9114,75,4769,37,19627,57864,3375,4660,9,16601,43981,5317,18441,1195,3,68710,7877,128,8593,227,32162,19860,46,33397,70,calving,18749,5575,245,52491,8475
LC2,,2,1,,,,,,3,,1,2,,,,2,1,,,,2,,,1,,3,1,,,2,,1,1,,1,,calving,,,,3,
LC3,501,2418,12,844,2,1051,901,33,1757,35,2458,665,6,639,9,648,1997,650,466,16,533,1864,184,1098,98,3,1518,411,3,1827,18,854,986,3,1931,3,calving,1680,280,7,1510,300
LC4,167801,1045111,24472,156470,1756,427062,409901,578,557272,797,1163779,147681,2252,81074,824,366753,873994,86788,67694,381,224353,679160,77095,394893,20109,3,775562,165328,5171,434876,14673,463888,396111,1314,532774,1523,calving,220123,69881,1203,985252,119151
LC5,108096,672804,24452,169068,1771,182077,349861,3632,436485,4136,765662,143816,2378,63855,480,555678,327930,54365,36663,1555,134932,481150,87352,262668,10089,3,272807,123754,3263,532314,44053,275396,352256,6511,336841,5187,calving,264835,88428,1249,569208,52471
LC6,28390,214930,2515,60221,45,63923,98571,1717,140169,1721,181513,77918,177,46338,155,133413,105631,49909,15977,1171,25571,172023,32927,72648,2932,3,59096,23055,368,211559,12023,43675,102094,700,157847,1785,calving,125817,19297,263,150189,10535
LC7,3061,16497,405,3536,24,4735,9224,16,9490,58,21056,1628,7,830,2,18016,4385,632,480,10,3343,12541,952,6578,109,3,7716,5480,102,9881,344,8108,8958,286,5996,175,calving,3677,1658,35,15498,2655
LC8,69057,494841,24187,90215,906,114026,263401,4494,292991,4294,459326,144400,3091,71606,783,472939,106597,74852,22059,2759,107403,348866,62297,155944,4696,3,127206,130254,4096,386991,30659,158069,252265,4568,259009,5295,calving,165291,81516,2566,362149,67684
LC9,45215,467199,20690,59195,123,97049,251114,1648,239612,2999,496397,69165,194,26613,53,405169,130882,44806,10791,774,61718,327136,54425,147241,1902,3,78206,67926,699,407420,38171,148987,190067,8258,236403,8707,calving,124413,52090,413,372311,43195
LC10,459621,193035,68889,63043,10559,191453,287034,1105,314325,1230,496465,182269,1175,114745,493,782959,9203,1594,1385,6,475048,191926,42235,80186,5752,3,352001,251479,4844,185994,829,540453,160116,6101,86475,2002,calving,185777,254813,2867,333172,18518
LC11,49518,557604,9236,79161,96,146455,264628,1421,281890,1221,598829,76866,219,19640,61,287272,345685,40370,22124,164,61374,379860,59852,184734,9795,3,158273,78205,2415,424675,32047,160105,228340,2218,302487,2465,calving,150718,40640,599,471726,31932
LC12,,6,,1,,,4,,3,,7,,,,,2,4,,1,,2,3,2,,,3,5,2,,,,2,,,5,,calving,2,2,,3,
LC13,1,,,,,,1,,,,,,,1,,1,,,,,1,,,,,3,,1,,,,1,,,,,calving,,1,,,
LC14,214180,41798,15534,13602,2537,90276,105402,1137,90665,171,191965,44632,673,49923,458,283807,2878,595,361,10,197038,55758,10272,22352,2231,3,157957,81309,2106,45984,295,224984,32094,1170,27694,1709,calving,80600,91926,1459,110177,3489
LC15,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,calving,,,,,
LC1,748,5373,118,945,4,2208,1381,1,3588,10,5440,1196,6,540,6,1796,4666,443,282,1,990,3951,471,1664,112,4,6216,595,4,371,2,2595,2126,8,2455,4,calving,1110,286,5,4636,1151
LC2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,calving,,,,,
LC3,19,134,7,39,,54,47,2,91,5,104,52,,43,,42,75,52,27,3,16,120,18,43,2,4,77,20,1,99,2,43,51,1,104,,calving,71,15,,81,32
LC4,21101,207816,5252,32007,210,60687,49758,124,155327,490,204662,41178,269,20186,91,68862,166778,22552,8094,100,27351,141532,15769,76899,4835,4,149538,28783,267,85664,2134,72620,99735,226,93643,162,calving,31984,9193,156,188317,36736
LC5,21642,192960,7118,40740,513,38878,62304,510,157939,3342,188434,51507,947,21954,131,172836,67617,13402,8244,874,30691,137503,33663,58372,2744,4,56303,33558,326,161450,11336,55274,107889,1977,96562,1271,calving,66019,20079,196,160102,16577
LC6,5139,60569,530,13789,9,15409,21778,436,41666,747,32957,30439,46,16558,36,45254,20861,11235,2401,285,3969,48184,13122,14042,719,4,8977,4815,44,63070,3130,8567,28359,145,42682,283,calving,30341,4421,25,42071,3178
LC7,477,2841,47,582,3,759,1617,1,1561,12,3439,333,,178,,3609,266,54,20,1,499,2245,173,1024,9,4,964,1251,11,1702,22,1244,1571,24,1081,30,calving,535,311,,2729,375
LC8,11128,102620,5012,18876,184,19239,36241,632,79560,2148,89268,34837,895,12685,135,99895,16926,14785,4995,1219,19250,72124,19104,26477,865,4,23692,27079,454,81323,5272,26849,55792,1307,52899,973,calving,28290,11260,338,82552,15380
LC9,10818,168250,7257,19690,17,29932,62553,299,110949,2299,166968,27603,138,11308,15,156630,34118,11041,3787,456,15336,117527,30275,42201,693,4,24735,26107,130,146554,8506,36963,69731,3029,94017,2292,calving,38545,13726,128,134641,18992
LC10,108689,48452,14934,20631,4191,43047,63099,166,90296,289,125834,45683,230,25093,57,195092,1421,226,157,1,109312,50620,9852,25022,2091,4,80880,67207,852,47783,175,135072,37809,1278,22329,409,calving,40513,52813,554,98046,4971
LC11,12422,205208,2905,33006,37,43803,63761,276,144851,887,199724,42306,140,11384,24,140533,94671,9530,8786,58,13694,144352,33785,57281,4466,4,49752,30474,349,165212,7791,45608,91528,427,115619,396,calving,46944,11032,91,176653,18858
LC12,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,calving,,,,,
LC13,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,calving,,,,,
LC14,47005,10398,3923,3420,495,19032,22130,172,23866,41,43260,10644,111,11166,60,64503,581,118,38,1,41723,14649,2489,5886,494,4,33593,19705,346,11516,81,50283,7787,209,6682,280,calving,16202,19323,263,28704,749
LC15,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,calving,,,,,
